"acc"	"lineage"	"cross_references"	"collection_date"	"country"	"center_name"	"host"	"TAXON"	"coverage"	"phylogeny"	"who"
""	"AY.29.1"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"South Africa"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"South Africa"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"Colombia"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"Colombia"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"South Africa"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"South Africa"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"Colombia"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"United Kingdom"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"United Kingdom"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
