"acc"	"lineage"	"cross_references"	"collection_date"	"country"	"center_name"	"host"	"TAXON"	"coverage"	"phylogeny"	"who"
""	"B.1.1.7"	""	"20210426"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210426"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210430"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210426"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210426"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210426"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210426"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210428"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210428"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210428"	"China"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210428"	"China"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210429"	"China"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210430"	"China"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210430"	"China"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210502"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210502"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210502"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210502"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210502"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210504"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210504"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210504"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210504"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210428"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210429"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210427"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210430"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210426"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210424"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210426"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210502"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210502"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210502"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210503"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210510"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210511"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210430"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210501"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210509"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210510"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"R.1"	""	"20210511"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	""
""	"B.1.1.7"	""	"20210517"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"R.1"	""	"20210518"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	""
""	"B.1.1.7"	""	"20210602"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210603"	"USA"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210605"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210607"	"USA"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210607"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210606"	"USA"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210603"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210603"	"USA"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210603"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210604"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210604"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210604"	"India"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210607"	"India"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210609"	"India"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210609"	"USA"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210611"	"USA"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210611"	"India"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210612"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210607"	"India"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210607"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210609"	"India"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210609"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210616"	"India"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210614"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210614"	"India"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210613"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210614"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210615"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210615"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210608"	"USA"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210617"	"USA"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210617"	"USA"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210610"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210611"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210614"	"USA"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210614"	"USA"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210614"	"USA"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210614"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210615"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210616"	"USA"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210617"	"USA"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210617"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210621"	"Brazil"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210621"	"Brazil"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210621"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210621"	"Brazil"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210621"	"Brazil"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210618"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210621"	"Brazil"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210623"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210621"	"Brazil"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210621"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210628"	"Brazil"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210628"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210623"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210628"	"Brazil"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210629"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210614"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210614"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210618"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210621"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210623"	"Brazil"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210628"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210628"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210628"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210608"	"Brazil"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210608"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210616"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210621"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210626"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210630"	"Brazil"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210628"	"Brazil"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210701"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210701"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210629"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.23"	""	"20210705"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.23"	""	"20210706"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210702"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210624"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210705"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210706"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210708"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210705"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210705"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210705"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210704"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210705"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210701"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210703"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210705"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210705"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210705"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210705"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210706"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210708"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210707"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210707"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210707"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210708"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210708"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210708"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210708"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210709"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210705"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210709"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210709"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210712"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210712"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210712"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210712"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210712"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210712"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210712"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210712"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210713"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210705"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210714"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210714"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210714"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210714"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210715"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210706"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210708"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210712"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210707"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210709"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210710"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210714"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210714"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210714"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210714"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210714"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210712"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210713"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210714"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210705"	"China"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210708"	"China"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210711"	"China"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210719"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210719"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210714"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210716"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210716"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210719"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"BA.1.1.2"	""	"20211228"	"USA"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Omicron"
""	"BA.1.1.2"	""	"20211228"	"USA"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Omicron"
""	"BA.1.1.2"	""	"20211230"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Omicron"
""	"BA.1.1.2"	""	"20211230"	"USA"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Omicron"
""	"BA.1.1"	""	"20211231"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Omicron"
""	"BA.1.1.2"	""	"20211231"	"Colombia"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Omicron"
""	"B.1.1.7"	""	"20210715"	"Colombia"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210715"	"Colombia"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210714"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210717"	"Colombia"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210716"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210719"	"Colombia"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210719"	"Colombia"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210719"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210719"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210719"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210719"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210719"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210719"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210720"	"Colombia"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210720"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210721"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210721"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210721"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210721"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210721"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210721"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
